Word (he),Word (en),Root,Part of speech,Binyan,Meaning
צוּרָה,tzura,"['צ', 'ו', 'ר']",Noun,feminine,"form, shape"
צוּר,tzur,[],Noun,masculine,"cliff, rock (lit.); fortress, stronghold (lit.)"
לָצוּר,latzur,"['צ', 'ו', 'ר']",Verb,pa'al,"to besiege; to shape, to form (rare)"
צִווְתִּי,tzivti,"['צ', 'ו', 'ת']",Adjective,"of team, of group",
צֶווֶת,tzevet,"['צ', 'ו', 'ת']",Noun,"ketel pattern, masculine","team, crew, staff"
צַח,tzach,"['צ', 'ח', 'ח']",Adjective,kal pattern,"pure, clean, unblemished"
צָחִיחַ,tzachiach,"['צ', 'ח', 'ח']",Adjective,katil pattern,"dry, arid, barren"
לְצַחְצֵחַ,letzachtzeach,"['צ', 'ח', 'צ', 'ח']",Verb,pi'el,"to brush, to polish"
לְהִצְטַחְצֵחַ,lehitztachtzeach,"['צ', 'ח', 'צ', 'ח']",Verb,hitpa'el,"to brush up, to adorn oneself"
לִצְחוֹק,litzchok,"['צ', 'ח', 'ק']",Verb,pa'al,"to laugh, to giggle"
צְחוֹק,tzchok,"['צ', 'ח', 'ק']",Noun,"ktol pattern, masculine",laughter
צַחְקָן,tzachkan,"['צ', 'ח', 'ק']",Adjective,katlan pattern,"merry, cheerful"
מַצְחִיק,matzchik,"['צ', 'ח', 'ק']",Adjective,maktil pattern,"funny, hilarious, amusing"
לְהַצְחִיק,lehatzchik,"['צ', 'ח', 'ק']",Verb,hif'il,"to amuse, to cause to laugh"
לְצַחֵק,letzachek,"['צ', 'ח', 'ק']",Verb,pi'el,"to joke, to make fun (biblical)"
לְהִצְטַחֵק,lehitztachek,"['צ', 'ח', 'ק']",Verb,hitpa'el,"to chuckle, to laugh to oneself"
לְצַחְקֵק,letzachkek,"['צ', 'ח', 'ק', 'ק']",Verb,pi'el,"to giggle, to chuckle"
צָחוֹר,tzachor,"['צ', 'ח', 'ר']",Adjective,katol pattern,pure white; pure
צְחוֹר,tzchor,"['צ', 'ח', 'ר']",Noun,"ktol pattern, masculine",whiteness; purity
לְצַטֵּט,letzatet,"['צ', 'ט', 'ט']",Verb,pi'el,to quote
צִי,tzi,[],Noun,masculine,"fleet, navy"
צַייָּד,tzayad,"['צ', 'י', 'ד']",Noun,"kattal pattern, masculine",hunter
לְצַייֵּד,letzayed,"['צ', 'י', 'ד']",Verb,pi'el,"to equip, to outfit"
לְהִצְטַייֵּד,lehitztayed,"['צ', 'י', 'ד']",Verb,hitpa'el,to equip oneself
צִיּוּד,tziyud,"['צ', 'י', 'ד']",Noun,"kittul pattern, masculine",equipment
צַיִד,tzayid,"['צ', 'י', 'ד']",Noun,"ketel pattern, masculine","hunting; game, prey"
מְצוּיָּן,metzuyan,"['צ', 'י', 'ן']",Adjective,mekuttal pattern,"excellent, exceptional, wonderful; marked, noted, indicated"
לְצַייֵּן,letzayen,"['צ', 'י', 'ן']",Verb,pi'el,"to note, to point out, to indicate"
לְהִצְטַייֵּן,lehitztayen,"['צ', 'י', 'ן']",Verb,hitpa'el,to excel
צִיּוּן,tziyun,"['צ', 'י', 'ן']",Noun,"kittul pattern, masculine","mark, score, grade; indicator, note; notation, noting, mentioning; index (mathematics)"
צִינָּה,tzina,[],Noun,feminine,"shield, buckler (biblical)"
צִינוֹק,tzinok,[],Noun,masculine,"solitary confinement; oubliette, dungeon"
צִינּוֹר,tzinor,[],Noun,masculine,"pipe, tube; channel"
צִינִי,tzini,[],Adjective,cynical,
צִינִיּוּת,tziniyut,[],Noun,feminine,cynicism
צִיפּוֹרֶן,tziporen,[],Noun,masculine,carnation (flower)
צִיפּוֹרֶן,tziporen,[],Noun,feminine,pen tip
צִיפּוֹרֶן,tziporen,[],Noun,feminine,"fingernail, toenail, nail; claw, talon"
לְצַייֵּץ,letzayetz,"['צ', 'י', 'ץ']",Verb,pi'el,"to chirp, to twitter"
צִיּוּץ,tziyutz,"['צ', 'י', 'ץ']",Noun,"kittul pattern, masculine",chirping
צַייָּר,tzayar,"['צ', 'י', 'ר']",Noun,"kattal pattern, masculine","painter, drawer, artist"
לְצַייֵּר,letzayer,"['צ', 'י', 'ר']",Verb,pi'el,"to draw, to depict"
צִיּוּר,tziyur,"['צ', 'י', 'ר']",Noun,"kittul pattern, masculine","painting, drawing, picture"
לְהִצְטַייֵּר,lehitztayer,"['צ', 'י', 'ר']",Verb,hitpa'el,"to be portrayed, to be described, to be perceived"
צַייְתָן,tzaytan,"['צ', 'י', 'ת']",Adjective,katlan pattern,obedient
צִיּוּת,tziyut,"['צ', 'י', 'ת']",Noun,"kittul pattern, masculine",obedience
לְצַייֵּת,letzayet,"['צ', 'י', 'ת']",Verb,pi'el,to obey
צִיתוּת,tzitut,"['צ', 'י', 'ת', 'ת']",Noun,"kittul pattern, masculine",eavesdropping
צַלְבָן,tzalvan,"['צ', 'ל', 'ב']",Noun,"katlan pattern, masculine",crusader
צְלָב,tzlav,"['צ', 'ל', 'ב']",Noun,"ktal pattern, masculine",cross
לְהִצְטַלֵּב,lehitztalev,"['צ', 'ל', 'ב']",Verb,hitpa'el,to intersect; to cross
צָלוּב,tzaluv,"['צ', 'ל', 'ב']",Adjective,katul pattern,crucified
לְהַצְלִיב,lehatzliv,"['צ', 'ל', 'ב']",Verb,hif'il,to cross-check; to place crosswise; to cross-breed (rare)
הִצְטַלְּבוּת,hitztalvut,"['צ', 'ל', 'ב']",Noun,"hitkattlut pattern, feminine","intersection, junction, crossroads; sign of the cross (christianity)"
הַצְלָחָה,hatzlacha,"['צ', 'ל', 'ח']",Noun,"haktala pattern, feminine",success; luck
מוּצְלָח,mutzlach,"['צ', 'ל', 'ח']",Adjective,muktal pattern,successful
לִצְלוֹחַ,litzloach,"['צ', 'ל', 'ח']",Verb,pa'al,"to succeed (in doing something); to cross, to traverse"
צְלוֹחִית,tzlochit,"['צ', 'ל', 'ח']",Noun,"phial, vial, flask (lit.)",
לְהַצְלִיחַ,lehatzliach,"['צ', 'ל', 'ח']",Verb,hif'il,"to succeed, to be successful"
צַלַּחַת,tzalachat,"['צ', 'ל', 'ח']",Noun,"kattelet pattern, feminine","plate, dish"
לְהִיצָּלוֹת,lehitzalot,"['צ', 'ל', 'ה']",Verb,nif'al,"to be roasted, grilled"
לִצְלוֹת,litzlot,"['צ', 'ל', 'ה']",Verb,pa'al,"to grill, to toast, to roast"
צָלוּי,tzaluy,"['צ', 'ל', 'ה']",Adjective,katul pattern,"grilled, roasted, broiled"
צְלִייָּה,tzliya,"['צ', 'ל', 'ה']",Noun,"ktila pattern, feminine","grilling, toasting, roasting, broiling"
צַלְייָן,tzalyan,[],Noun,masculine,pilgrim (non-Jewish)
צִילּוֹן,tzilon,"['צ', 'ל', 'ל']",Noun,masculine,"window shade, blind"
לִצְלוֹל,litzlol,"['צ', 'ל', 'ל']",Verb,pa'al,"to dive, to delve"
צְלִיל,tzlil,"['צ', 'ל', 'ל']",Noun,"ktil pattern, masculine","sound, tone"
צֵל,tzel,"['צ', 'ל', 'ל']",Noun,"ketel pattern, masculine","shadow, shade"
צָלוּל,tzalul,"['צ', 'ל', 'ל']",Adjective,katul pattern,"clear, transparent"
צְלִילָה,tzlila,"['צ', 'ל', 'ל']",Noun,"ktila pattern, feminine","diving, scuba diving; sinking, going down; swooping"
לְהָצֵל,lehatzel,"['צ', 'ל', 'ל']",Verb,hif'il,"to shade, to cast a shadow"
לְהִצְטַלֵּל,lehitztalel,"['צ', 'ל', 'ל']",Verb,hitpa'el,to become clear
הֲצָלָה,hatzala,"['צ', 'ל', 'ל']",Noun,"haktala pattern, feminine","shading, casting a shadow"
הַצְלָלָה,hatzlala,"['צ', 'ל', 'ל']",Noun,"haktala pattern, feminine",shading (art)
לְהִצְטַלֵּם,lehitztalem,"['צ', 'ל', 'ם']",Verb,hitpa'el,"to pose for a photograph, to be photographed"
צִילּוּם,tzilum,"['צ', 'ל', 'ם']",Noun,"kittul pattern, masculine","photograph; photography, filming"
צֶלֶם,tzelem,"['צ', 'ל', 'ם']",Noun,"ketel pattern, masculine","image, picture; idol"
צַלָּם,tzalam,"['צ', 'ל', 'ם']",Noun,"kattal pattern, masculine",photographer; cameraman
מַצְלֵמָה,matzlema,"['צ', 'ל', 'ם']",Noun,"maktela pattern, feminine",photo camera
תַּצְלוּם,tatzlum,"['צ', 'ל', 'ם']",Noun,"taktul pattern, masculine","photograph, photo shot"
לְצַלֵּם,letzalem,"['צ', 'ל', 'ם']",Verb,pi'el,to photograph; to film; to photocopy
לִצְלוֹעַ,litzloa,"['צ', 'ל', 'ע']",Verb,pa'al,to limp
צֶלַע,tzela,"['צ', 'ל', 'ע']",Noun,"ketel pattern, feminine",rib (anatomy); edge (geometry)
מְצוּלָּע,metzula,"['צ', 'ל', 'ע']",Noun,"mekuttal pattern, masculine",polygon (geometry)
מְצוּלָּע,metzula,"['צ', 'ל', 'ע']",Adjective,mekuttal pattern,polygonal
צַלָּף,tzalaf,"['צ', 'ל', 'ף']",Noun,"kattal pattern, masculine",sniper
לְהַצְלִיף,lehatzlif,"['צ', 'ל', 'ף']",Verb,hif'il,"to whip, to beat (ב-, על)"
לִצְלוֹף,litzlof,"['צ', 'ל', 'ף']",Verb,pa'al,"to snipe (ב-, על)"
לְצַלְצֵל,letzaltzel,"['צ', 'ל', 'צ', 'ל']",Verb,pi'el,"to ring, to chime"
צִילְצוּל,tziltzul,"['צ', 'ל', 'צ', 'ל']",Noun,"kittul pattern, masculine","chime, ringing; phone call (coll.)"
צַלֶּקֶת,tzaleket,"['צ', 'ל', 'ק']",Noun,"kattelet pattern, feminine",scar
צָמֵא,tzame,"['צ', 'מ', 'א']",Adjective,katel pattern,thirsty
לִצְמוֹא,litzmo,"['צ', 'מ', 'א']",Verb,pa'al,to have thirst; to yearn for (fig.)
צִימָּאוֹן,tzima'on,"['צ', 'מ', 'א']",Noun,"kittalon pattern, masculine",thirst (for: ל־)
צְמִיגוּת,tzmigut,"['צ', 'מ', 'ג']",Noun,feminine,viscosity
צָמִיג,tzamig,"['צ', 'מ', 'ג']",Adjective,katil pattern,"viscous, sticky, adhesive"
צְמִיג,tzmig,"['צ', 'מ', 'ג']",Noun,"ktil pattern, masculine","tire, tyre (on a wheel)"
לְהַצְמִיד,lehatzmid,"['צ', 'מ', 'ד']",Verb,hif'il,"to attach, to link"
לְהִיצָּמֵד,lehitzamed,"['צ', 'מ', 'ד']",Verb,nif'al,"to cling (to something), to be glued to"
צָמִיד,tzamid,"['צ', 'מ', 'ד']",Noun,"katil pattern, masculine","bracelet, armlet"
צֶמֶד,tzemed,"['צ', 'מ', 'ד']",Noun,"ketel pattern, masculine","duo, pair, team; brace (of animals)"
צָמוּד,tzamud,"['צ', 'מ', 'ד']",Adjective,katul pattern,"attached, next to, adjacent; tight, close-fitting (clothes)"
צַמָּה,tzama,[],Noun,feminine,"braid, plait"
צִמְחוֹנוּת,tzimchonut,"['צ', 'מ', 'ח']",Noun,masculine,vegetarianism
לִצְמוֹחַ,litzmoach,"['צ', 'מ', 'ח']",Verb,pa'al,"to grow, to sprout (intransitive)"
צִמְחוֹנִי,tzimchoni,"['צ', 'מ', 'ח']",Adjective,vegetarian,
צֶמַח,tzemach,"['צ', 'מ', 'ח']",Noun,"ketel pattern, masculine",plant
לְהַצְמִיחַ,lehatzmiach,"['צ', 'מ', 'ח']",Verb,hif'il,to grow (something)
צוֹמֵחַ,tzomeach,"['צ', 'מ', 'ח']",Noun,"kotel pattern, masculine","flora, vegetation, plants"
צִימְצוּם,tzimtzum,"['צ', 'מ', 'צ', 'ם']",Noun,"kittul pattern, masculine","reduction, decrease"
לְהִצְטַמְצֵם,lehitztamtzem,"['צ', 'מ', 'צ', 'ם']",Verb,hitpa'el,"to shrink, to become smaller, to be limited"
צַמְצָם,tzamtzam,"['צ', 'מ', 'צ', 'ם']",Noun,"kattal pattern, masculine","aperture, diaphragm (photography)"
לְצַמְצֵם,letzamtzem,"['צ', 'מ', 'צ', 'ם']",Verb,pi'el,"to reduce, to cut back, to decrease"
צָמוּק,tzamuk,"['צ', 'מ', 'ק']",Adjective,katul pattern,"wizened, wrinkled, dried out"
לְהִצְטַמֵּק,lehitztamek,"['צ', 'מ', 'ק']",Verb,hitpa'el,"to shrivel, to shrink"
לִצְמוֹק,litzmok,"['צ', 'מ', 'ק']",Verb,pa'al,"to be dried out, to shrink (lit.)"
מְצוּמָּק,metzumak,"['צ', 'מ', 'ק']",Adjective,mekuttal pattern,"wrinkled, withered, gaunt"
לְצַמֵּק,letzamek,"['צ', 'מ', 'ק']",Verb,pi'el,"to desiccate (something), to dry out; to reduce, to shrink"
צִימּוּק,tzimuk,"['צ', 'מ', 'ק']",Noun,"kittul pattern, masculine","raisin; gem (figurative); shrinking, wrinkling"
צֶמֶר,tzemer,"['צ', 'מ', 'ר']",Noun,"ketel pattern, masculine",wool
צַמְרִי,tzamri,"['צ', 'מ', 'ר']",Adjective,wooly; furry,
צְמַרְמוֹרֶת,tzmarmoret,"['צ', 'מ', 'ר']",Noun,"ktaltolet pattern, feminine","shivering, chill, goosebumps, shudder"
צַמֶּרֶת,tzameret,"['צ', 'מ', 'ר']",Noun,"kattelet pattern, feminine",treetop; elite
לְהִצְטַמְרֵר,lehitztamrer,"['צ', 'מ', 'ר', 'ר']",Verb,hitpa'el,"to tremble, to have shiver (from fever, etc.)"
מְצַמְרֵר,metzamrer,"['צ', 'מ', 'ר', 'ר']",Adjective,mekattel pattern,"creepy, horrifying, chilling"
לְצַמְרֵר,letzamrer,"['צ', 'מ', 'ר', 'ר']",Verb,pi'el,"to frighten, to cause to shiver, to cause to shudder"
צוֹמֶת,tzomet,"['צ', 'מ', 'ת']",Noun,"kotel pattern, masculine","crossroads, intersection, junction"
לְהַצְמִית,lehatzmit,"['צ', 'מ', 'ת']",Verb,hif'il,"to annihilate, to exterminate, to destroy (lit.)"
לִצְמוֹת,litzmot,"['צ', 'מ', 'ת']",Verb,pa'al,to shrink (talmudic); to suppress
צְנוֹבָר,tznovar,[],Noun,masculine,pine nut
צְנוֹן,tznon,[],Noun,masculine,radish
צְנוֹנִית,tznonit,[],Noun,feminine,small radish
לְצַנְזֵר,letzanzer,"['צ', 'נ', 'ז', 'ר']",Verb,pi'el,to censor
לִצְנוֹחַ,litznoach,"['צ', 'נ', 'ח']",Verb,pa'al,"to drop, to descend; to parachute"
צַנְחָן,tzanchan,"['צ', 'נ', 'ח']",Noun,"katlan pattern, masculine",paratrooper
מִצְנָח,mitznach,"['צ', 'נ', 'ח']",Noun,"miktal pattern, masculine",parachute jump
מַצְנֵחַ,matzneach,"['צ', 'נ', 'ח']",Noun,"maktel pattern, masculine",parachute
לְהַצְנִיחַ,lehatzniach,"['צ', 'נ', 'ח']",Verb,hif'il,to parachute (something or someone); to cause to fall
מַצְנֵם,matznem,"['צ', 'נ', 'ם']",Noun,"maktel pattern, masculine",toaster
צִינּוּן,tzinun,"['צ', 'נ', 'ן']",Noun,"kittul pattern, masculine","cooling, chilling"
הִצְטַנְּנוּת,hitztanenut,"['צ', 'נ', 'ן']",Noun,"hitkattlut pattern, feminine","cold (illness), common cold; cooling"
מְצוּנָּן,metzunan,"['צ', 'נ', 'ן']",Adjective,mekuttal pattern,"having a cold, suffering from a cold or flu; cold, chilled"
לְהִצְטַנֵּן,lehitztanen,"['צ', 'נ', 'ן']",Verb,hitpa'el,to cool; to catch a cold
לְצַנֵּן,letzanen,"['צ', 'נ', 'ן']",Verb,pi'el,"to cool, to chill"
לְהָצֵן,lehatzen,"['צ', 'נ', 'ן']",Verb,hif'il,"to chill, to cool"
לְהִצְטַנֵּעַ,lehitztanea,"['צ', 'נ', 'ע']",Verb,hitpa'el,to act modest; to be modest
צְנִיעוּת,tzni'ut,"['צ', 'נ', 'ע']",Noun,feminine,"modesty, humility"
צָנוּעַ,tzanua,"['צ', 'נ', 'ע']",Adjective,katul pattern,"modest, humble"
לְהַצְנִיעַ,lehatznia,"['צ', 'נ', 'ע']",Verb,hif'il,"to hide, to stash away"
צֶנַע,tzena,"['צ', 'נ', 'ע']",Noun,"ketel pattern, masculine",austerity
מוּצְנָע,mutzna,"['צ', 'נ', 'ע']",Adjective,muktal pattern,"hidden, concealed"
מִצְנֶפֶת,mitznefet,"['צ', 'נ', 'ף']",Noun,"miktelet pattern, feminine","turban, head wrap"
צָנִיף,tzanif,"['צ', 'נ', 'ף']",Noun,"katil pattern, masculine","turban, head wrap"
לְהִצְטַנֵּף,lehitztanef,"['צ', 'נ', 'ף']",Verb,hitpa'el,"to curl up, to cuddle up"
לְהַצְנִיף,lehatznif,"['צ', 'נ', 'ף']",Verb,hif'il,"to wrap, to tie up"
לִצְנוֹף,litznof,"['צ', 'נ', 'ף']",Verb,pa'al,to neigh (of a horse)
מְצוּנָּף,metzunaf,"['צ', 'נ', 'ף']",Adjective,mekuttal pattern,"wrapped, bundled (lit.)"
צִינְצֶנֶת,tzintzenet,"['צ', 'נ', 'צ', 'ן']",Noun,"kittelet pattern, feminine","jar, flask"
צִינְרוּר,tzinrur,"['צ', 'נ', 'ר', 'ר']",Noun,"kittul pattern, masculine",intubation (medicine)
לְצַנְרֵר,letzanrer,"['צ', 'נ', 'ר', 'ר']",Verb,pi'el,to intubate (medicine)
צַנְתָּר,tzantar,"['צ', 'נ', 'ת', 'ר']",Noun,masculine,catheter (medicine); icing bag tip (culinary)
לְצַנְתֵּר,letzanter,"['צ', 'נ', 'ת', 'ר']",Verb,pi'el,to catheterise
צִינְתּוּר,tzintur,"['צ', 'נ', 'ת', 'ר']",Noun,"kittul pattern, masculine",catheterisation
לִצְעוֹד,litz'od,"['צ', 'ע', 'ד']",Verb,pa'al,"to step, to march"
מִצְעָד,mitz'ad,"['צ', 'ע', 'ד']",Noun,"miktal pattern, masculine","parade, march"
צַעַד,tza'ad,"['צ', 'ע', 'ד']",Noun,"ketel pattern, masculine",step
צְעִידָה,tze'ida,"['צ', 'ע', 'ד']",Noun,"ktila pattern, masculine","walking, marching"
לְהַצְעִיד,lehatz'id,"['צ', 'ע', 'ד']",Verb,hif'il,"to parade (someone), to make someone march"
צַעֲדָה,tza'ada,"['צ', 'ע', 'ד']",Noun,"katla pattern, feminine","march, parade"
לִצְעוֹת,litz'ot,"['צ', 'ע', 'ה']",Verb,pa'al,"to walk, to wander around (lit.)"
לִצְעוֹן,litz'on,"['צ', 'ע', 'ן']",Verb,pa'al,"to roam, to wander (lit.)"
צָעִיף,tza'if,"['צ', 'ע', 'ף']",Noun,"katil pattern, masculine","scarf, shawl"
צַעֲצוּעַ,tza'atzua,"['צ', 'ע', 'צ', 'ע']",Noun,"kattul pattern, masculine",toy
לִצְעוֹק,litz'ok,"['צ', 'ע', 'ק']",Verb,pa'al,"to shout, to cry; to complain"
צְעָקָה,tze'aka,"['צ', 'ע', 'ק']",Noun,"ktala pattern, feminine","cry, shout"
לְהִצְטַעֵק,lehitzta'ek,"['צ', 'ע', 'ק']",Verb,hitpa'el,"to start shouting, crying"
לְהִצְטַעֵר,lehitzta'er,"['צ', 'ע', 'ר']",Verb,hitpa'el,"to be sorry, to regret"
צָעִיר,tza'ir,"['צ', 'ע', 'ר']",Adjective,katil pattern,young
לְהַצְעִיר,lehatz'ir,"['צ', 'ע', 'ר']",Verb,hif'il,rejuvenate; to become younger
לְצַעֵר,letza'er,"['צ', 'ע', 'ר']",Verb,pi'el,"to sadden, to disappoint"
צַעַר,tza'ar,"['צ', 'ע', 'ר']",Noun,"ketel pattern, masculine","sadness, regret, remorse"
מִצְעָר,mitz'ar,"['צ', 'ע', 'ר']",Noun,"miktal pattern, masculine","small thing, iota, small quantity (lit.)"
צָפִיד,tzafid,"['צ', 'פ', 'ד']",Adjective,katil pattern,"tough, rigid, stiff"
צַפַּחַת,tzapachat,"['צ', 'פ', 'ח']",Noun,"kattelet pattern, feminine","flask, bottle, jug (biblical)"
מִצְפֶּה,mitzpe,"['צ', 'פ', 'ה']",Noun,"miktal pattern, masculine","observation point, lookout; settlement on a hilltop"
צְפִייָּה,tzfiya,"['צ', 'פ', 'ה']",Noun,"ktila pattern, feminine","viewing, watching, observation"
צָפוּי,tzafuy,"['צ', 'פ', 'ה']",Adjective,katul pattern,"expected, anticipated, supposed"
צֶפִי,tzefi,"['צ', 'פ', 'ה']",Noun,"ketel pattern, masculine","forecast, projection"
לְהִיצָּפוֹת,lehitzafot,"['צ', 'פ', 'ה']",Verb,nif'al,"to be seen, observed; to be predicted"
צִיפּוּי,tzipuy,"['צ', 'פ', 'ה']",Noun,"kittul pattern, masculine","covering, coating"
לְצַפּוֹת,letzapot,"['צ', 'פ', 'ה']",Verb,pi'el,"to expect, to await, to look forward to, to anticipate (ל-)"
לִצְפּוֹת,litzpot,"['צ', 'פ', 'ה']",Verb,pa'al,"to watch, to observe, to predict"
צִיפִּיָּה,tzipiya,"['צ', 'פ', 'ה']",Noun,feminine,"expectation; hope, aspiration"
מְצוּפֶּה,metzupe,"['צ', 'פ', 'ה']",Adjective,mekuttal pattern,"expected, forecasted, predicted"
תַּצְפִּית,tatzpit,"['צ', 'פ', 'ה']",Noun,"taktit pattern, feminine",observation; observation post
מַצְפֵּן,matzpen,"['צ', 'פ', 'ן']",Noun,"maktel pattern, masculine",compass
לִצְפּוֹן,litzpon,"['צ', 'פ', 'ן']",Verb,pa'al,"to hide, to conceal"
לְהִיצָּפֵן,lehitzafen,"['צ', 'פ', 'ן']",Verb,nif'al,"to be hidden, concealed"
צָפוֹן,tzafon,"['צ', 'פ', 'ן']",Noun,"katol pattern, masculine",north
צוֹפֶן,tzofen,"['צ', 'פ', 'ן']",Noun,"kotel pattern, masculine","cipher, code"
צָפוֹנָה,tzafona,"['צ', 'פ', 'ן']",Adverb,"to the north, northward",
צְפוֹנִי,tzfoni,"['צ', 'פ', 'ן']",Adjective,northern,
מַצְפּוּן,matzpun,"['צ', 'פ', 'ן']",Noun,conscience,
לְהַצְפִּין,lehatzpin,"['צ', 'פ', 'ן']",Verb,hif'il,"to hide; to encrypt; to orient (a map, compass) to the north"
הַצְפָּנָה,hatzpana,"['צ', 'פ', 'ן']",Noun,"haktala pattern, feminine","encoding, encryption"
צְפִיפוּת,tzfifut,"['צ', 'פ', 'ף']",Noun,feminine,crowdedness; density (physics)
צָפוּף,tzafuf,"['צ', 'פ', 'ף']",Adjective,katul pattern,"crowded; dense, thick"
לְצוֹפֵף,letzofef,"['צ', 'פ', 'ף']",Verb,pi'el,to bring closer together
לְהִצְטוֹפֵף,lehitztofef,"['צ', 'פ', 'ף']",Verb,hitpa'el,to crowd together
הִצְטוֹפְפוּת,hitztofefut,"['צ', 'פ', 'ף']",Noun,"hitkattlut pattern, feminine",crowding
לְצַפְצֵף,letzaftzef,"['צ', 'פ', 'צ', 'ף']",Verb,pi'el,"to chirp, to twitter"
צַפְצֵפָה,tzaftzefa,"['צ', 'פ', 'צ', 'ף']",Noun,feminine,whistle
צַפְצָפָה,tzaftzafa,[],Noun,feminine,poplar (tree)
לִצְפּוֹר,litzpor,"['צ', 'פ', 'ר']",Verb,pa'al,to honk a horn
צִיפּוֹר,tzipor,"['צ', 'פ', 'ר']",Noun,feminine,bird
צַפָּר,tzapar,"['צ', 'פ', 'ר']",Noun,"kattal pattern, masculine",ornithologist
צָפִיר,tzafir,"['צ', 'פ', 'ר']",Noun,"katil pattern, masculine",goat (archaic); tragus (anatomy)
צְפִירָה,tzfira,"['צ', 'פ', 'ר']",Noun,"ktila pattern, feminine","beeping, honking; siren, claxon"
צְפַרְדֵּעַ,tzfardea,[],Noun,feminine,🐸 frog
לְצַקְצֵק,letzaktzek,"['צ', 'ק', 'צ', 'ק']",Verb,pi'el,"to click one's tongue, to tut-tut"
לִצְרוֹב,litzrov,"['צ', 'ר', 'ב']",Verb,pa'al,"to burn, to scorch"
צָרוּב,tzaruv,"['צ', 'ר', 'ב']",Adjective,katul pattern,"scorched, burned"
צָרֶבֶת,tzarevet,"['צ', 'ר', 'ב']",Noun,"kattelet pattern, feminine",heartburn
לְהִיצָּרֵב,lehitzarev,"['צ', 'ר', 'ב']",Verb,nif'al,"to be scalded, scorched"
לְהִצְטָרֵד,lehitztared,"['צ', 'ר', 'ד']",Verb,hitpa'el,to become hoarse
צָרוּד,tzarud,"['צ', 'ר', 'ד']",Adjective,katul pattern,hoarse
לִצְרוֹחַ,litzroach,"['צ', 'ר', 'ח']",Verb,pa'al,"to scream, to shriek"
צַרְחָן,tzarchan,"['צ', 'ר', 'ח']",Adjective,katlan pattern,"prone to screaming, shrieking"
צְרָחָה,tzracha,"['צ', 'ר', 'ח']",Noun,"ktala pattern, feminine","scream, shriek"
צְרִיחַ,tzriach,[],Noun,masculine,"tower, turret; rook, castle (chess)"
לִצְרוֹךְ,litzroch,"['צ', 'ר', 'ך']",Verb,pa'al,to consume
לְהִצְטָרֵךְ,lehitztarech,"['צ', 'ר', 'ך']",Verb,hitpa'el,"to need, to require, to have to"
צוֹרֶךְ,tzorech,"['צ', 'ר', 'ך']",Noun,"kotel pattern, masculine","need, necessity, requirement"
צָרִיךְ,tzarich,"['צ', 'ר', 'ך']",Adjective,katil pattern,"need, should, must (as a verb); necessary, required"
צַרְכָן,tzarchan,"['צ', 'ר', 'ך']",Noun,"katlan pattern, masculine",consumer
מִצְרָךְ,mitzrach,"['צ', 'ר', 'ך']",Noun,"miktal pattern, masculine",consumer good
צַרְכָנוּת,tzarchanut,"['צ', 'ר', 'ך']",Noun,feminine,consumption; consumer protection body; consumerism
לְהַצְרִיךְ,lehatzrich,"['צ', 'ר', 'ך']",Verb,hif'il,"to require, to make something a requirement"
לְהִיצָּרֵךְ,lehitzarech,"['צ', 'ר', 'ך']",Verb,nif'al,"to be consumed; to need, to require (ל-)"
צְרִיכָה,tzricha,"['צ', 'ר', 'ך']",Noun,"ktila pattern, feminine",consumption
לִצְרוֹם,litzrom,"['צ', 'ר', 'ם']",Verb,pa'al,"to grate (on one's ears), to annoy"
צָרַעַת,tzara'at,"['צ', 'ר', 'ע']",Noun,"kattelet pattern, feminine",leprosy
מְצוֹרָע,metzora,"['צ', 'ר', 'ע']",Adjective,mekuttal pattern,leper
לְהִצְטָרֵף,lehitztaref,"['צ', 'ר', 'ף']",Verb,hitpa'el,"to join (a group, organisation)"
לְצָרֵף,letzaref,"['צ', 'ר', 'ף']",Verb,pi'el,"to add, to connect"
צְרִיף,tzrif,"['צ', 'ר', 'ף']",Noun,"ktil pattern, masculine","shed, shack"
צֵירוּף,tzeruf,"['צ', 'ר', 'ף']",Noun,"kittul pattern, masculine","phrase, idiom (linguistics); joining, combination"
לִצְרוֹף,litzrof,"['צ', 'ר', 'ף']",Verb,pa'al,"to purify, to cleanse (biblical)"
צָרְפַת,tzarfat,[],Noun,feminine,France
צָרְפָתִי,tzarfati,[],Adjective,French,
לְצַרְצֵר,letzartzer,"['צ', 'ר', 'צ', 'ר']",Verb,pi'el,to chirp (of a cricket)
צִירְצוּר,tzirtzur,"['צ', 'ר', 'צ', 'ר']",Noun,"kittul pattern, masculine",chirping (of a cricket)
לִצְרוֹר,litzror,"['צ', 'ר', 'ר']",Verb,pa'al,"to bind, to pack; to hate, to be hostile toward"
צַר,tzar,"['צ', 'ר', 'ר']",Adjective,kal pattern,"narrow, tight"
צְרוֹר,tzror,"['צ', 'ר', 'ר']",Noun,"ktol pattern, masculine","package; bundle, bunch; burst (of gunfire)"
צָרוּר,tzarur,"['צ', 'ר', 'ר']",Adjective,katul pattern,"bound, wrapped; buried (emotion, memories)"
לְהָצֵר,lehatzer,"['צ', 'ר', 'ר']",Verb,hif'il,"to narrow; to be sorry (for something), to regret"
צָרָה,tzara,"['צ', 'ר', 'ר']",Noun,"katla pattern, feminine","tragedy, trouble, distress"
